Time (ms), Body Angle, Motor A Angle, Motor A Angle (inc), Motor B Angle, Motor B Angle (inc), Leg A Angle, Leg B Angle, Body Angular Velocity, Motor A Velocity, Motor B Velocity, Leg A Velocity, Leg B Velocity, Hip Angle, Hip Angular Velocity, X Position, Y Position, Z Position, X Velocity, Y Velocity, Z Velocity, Horizontal Velocity, Motor A Current, Motor B Current, Toe Switch, Command, Thermistor A0, Thermistor A1, Thermistor A2, Thermistor B0, Thermistor B1, Thermistor B2, Motor A Voltage, Motor B Voltage, Logic A Voltage, Logic B Voltage, Medulla A Status, Medulla B Status, Motor A Torque, Motor B Torque
321439.000,0.04889563,-1.1208403,-1.0398875,4.26091861,4.32470274,-1.1159737,4.25706815,0.00000000,0.00000000,-0.0028383,-0.0094598,0.00094610,0.09029254,0.00000000,2.34557819,0.00000000,1.01956760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,27.6170768,27.9400825,29.8647403,28.2623939,27.2933425,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.37468063,-1.3962196
321440.000,0.04889563,-1.1208406,-1.0398875,4.26091384,4.32470274,-1.1159815,4.25707006,0.00000000,-0.0003547,-0.0047299,-0.0078034,0.00189197,0.09033289,0.03789842,2.34557819,0.00000000,1.01956760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,27.6170768,27.9400825,29.2255115,27.6170768,27.6170768,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.42270636,-1.1257735
321441.000,0.04889563,-1.1208407,-1.0398875,4.26091003,4.32470274,-1.1159873,4.25707244,0.00000000,-0.0001182,-0.0037839,-0.0056759,0.00236497,0.09041358,0.08617251,2.34557819,0.00000000,1.01956760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.5453891,27.6170768,27.6170768,39.0310020,28.5840473,27.6170768,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.39248156,-1.2299848
321442.000,0.04889563,-1.1208416,-1.0398875,4.26090526,4.32470274,-1.1159908,4.25707531,0.00000000,-0.0008276,-0.0047299,-0.0035470,0.00283796,0.09045393,0.03787618,2.34557819,0.00000000,1.01956760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,27.2933425,27.9400825,29.2255115,28.2623939,28.2623939,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.48912811,-1.0828025
321443.000,0.04889563,-1.1208431,-1.0398875,4.26090240,4.32470274,-1.1159914,4.25707721,0.00000000,-0.0015372,-0.0028383,-0.0005912,0.00189221,0.09049428,0.04308625,2.34556889,0.00000000,1.01956760,-0.0087154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,27.6170768,27.9400825,29.5453891,28.2623939,27.9400825,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.58938229,-1.3150521
321444.000,0.04889563,-1.1208455,-1.0398875,4.26090097,4.32470274,-1.1159900,4.25707864,0.00000000,-0.0023646,-0.0014189,0.00141880,0.00141898,0.09053463,0.03788507,2.34556889,0.00000000,1.01956760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,27.9400825,27.9400825,29.8647403,28.2623939,27.6170768,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.70917630,-1.4929006
321445.000,0.04892303,-1.1208490,-1.0398875,4.26090192,4.32470274,-1.1159862,4.25707912,0.03061420,-0.0025939,0.00071556,0.00286227,0.00035778,0.09053463,0.00000000,2.34556889,0.00000000,1.01961910,0.00000000,0.00000000,0.05755620,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,28.2623939,27.2933425,29.8647403,28.2623939,27.6170768,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.75636816,-1.7759138
321446.000,0.04892303,-1.1208499,-1.0398875,4.26090574,4.32470274,-1.1159812,4.25707817,0.00000000,-0.0009458,0.00378442,0.00496582,-0.0009461,0.09053463,0.00000000,2.34555935,0.00000000,1.01961910,-0.0089389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.2255115,27.9400825,15.9225807,29.8647403,27.9400825,27.6170768,-2.0000000,11.5576467,11.2423524,11.5576467,0.00000000,0.00000000,1.54631722,-2.1950371
321447.000,0.04892303,-1.1208496,-1.0398875,4.26091146,4.32470274,-1.1159760,4.25707721,0.00000000,0.00035474,0.00567592,0.00508468,-0.0009459,0.09053463,0.00000000,2.34555935,0.00000000,1.01961910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.5453891,27.9400825,27.6170768,29.5453891,27.9400825,27.6170768,-2.0000000,11.5576467,11.5576467,11.5576467,0.00000000,0.00000000,1.37499141,-2.4702425
321448.000,0.04892303,-1.1208479,-1.0398875,4.26091766,4.32470274,-1.1159713,4.25707531,0.00000000,0.00165527,0.00614892,0.00472935,-0.0018919,0.09049428,-0.0431114,2.34555935,0.00000000,1.01961910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,29.5453891,27.9400825,27.6170768,29.8647403,27.9400825,27.6170768,-2.0000000,11.2423524,11.5576467,11.2423524,0.00000000,0.00000000,1.19711208,-2.5629317
